chrom	start	end	length	chrom_	start_	end_	gene_name_	strand_	gene_len_	distance
chr1	36311343	36312343	1000	chr1	36321447	36330270	Neurl3	-	8823	9104
chr1	36338099	36340074	1975	chr1	36321447	36330270	Neurl3	-	8823	7829
chr1	36349251	36353992	4741	chr1	36364578	36380874	Arid5a	+	16296	10586
chr1	36355234	36356234	1000	chr1	36364578	36380874	Arid5a	+	16296	8344
chr1	37043334	37046152	2818	chr1	37062284	37062402	n-R5s210	+	118	16132
chr1	37052037	37054161	2124	chr1	37062284	37062402	n-R5s210	+	118	8123
chr1	37622950	37624013	1063	chr1	37496185	37597861	Mgat4a	-	101676	25089
chr1	37641673	37643468	1795	chr1	37668522	37776930	2010300C02Rik	-	108408	25054
chr1	38826590	38828738	2148	chr1	38850514	38892935	Lonrf2	-	42421	21776
chr1	38833386	38835568	2182	chr1	38850514	38892935	Lonrf2	-	42421	14946
chr1	39081920	39083329	1409	chr1	39044659	39054081	Pdcl3	+	9422	27839
chr1	39559382	39560389	1007	chr1	39576378	39576591	U3	+	213	15989
chr1	39791021	39792124	1103	chr1	39722151	39777842	Rfx8	-	55691	13179
chr1	39898295	39899419	1124	chr1	39861028	39861189	Gm3646	-	161	37106
chr1	39902691	39904354	1663	chr1	39861028	39861189	Gm3646	-	161	41502
chr1	40101601	40104155	2554	chr1	39957758	40083155	Map4k4	+	125397	18446
chr1	40106655	40112053	5398	chr1	40133073	40142698	Gm16894	-	9625	21020
chr1	40114913	40116929	2016	chr1	40133073	40142698	Gm16894	-	9625	16144
chr1	43280225	43281995	1770	chr1	43246001	43246483	Gm8210	+	482	33742
chr1	43413775	43419365	5590	chr1	43502596	43627360	Nck2	+	124764	83231
chr1	43431171	43432826	1655	chr1	43502596	43627360	Nck2	+	124764	69770
chr1	44098463	44100021	1558	chr1	44112797	44118781	Gm8251	-	5984	12776
chr1	46920448	46921448	1000	chr1	46864389	46910891	Slc39a10	-	46502	9557
chr1	46950942	46952139	1197	chr1	46864389	46910891	Slc39a10	-	46502	40051
chr1	46973579	46977350	3771	chr1	46864389	46910891	Slc39a10	-	46502	62688
chr1	46978290	46979514	1224	chr1	46864389	46910891	Slc39a10	-	46502	67399
chr1	51501621	51502621	1000	chr1	51526342	51535243	Obfc2a	-	8901	23721
chr1	51504387	51505997	1610	chr1	51526342	51535243	Obfc2a	-	8901	20345
chr1	51549971	51551061	1090	chr1	51526342	51535243	Obfc2a	-	8901	14728
chr1	51555212	51556212	1000	chr1	51526342	51535243	Obfc2a	-	8901	19969
chr1	51557357	51558808	1451	chr1	51526342	51535243	Obfc2a	-	8901	22114
chr1	51558853	51561370	2517	chr1	51526342	51535243	Obfc2a	-	8901	23610
chr1	51565809	51567033	1224	chr1	51526342	51535243	Obfc2a	-	8901	30566
chr1	51568736	51572447	3711	chr1	51526342	51535243	Obfc2a	-	8901	33493
chr1	51636441	51637441	1000	chr1	51526342	51535243	Obfc2a	-	8901	101198
chr1	51641076	51642815	1739	chr1	51526342	51535243	Obfc2a	-	8901	105833
chr1	51650020	51651675	1655	chr1	51526342	51535243	Obfc2a	-	8901	114777
chr1	51986793	51987816	1023	chr1	51997494	51998105	Gm8420	-	611	9678
chr1	52350741	52352222	1481	chr1	52220292	52290076	Gls	-	69784	60665
chr1	52420859	52424269	3410	chr1	52501280	52501388	U6	-	108	77011
chr1	52443806	52447573	3767	chr1	52501280	52501388	U6	-	108	53707
chr1	52465027	52468976	3949	chr1	52501280	52501388	U6	-	108	32304
chr1	52475241	52477306	2065	chr1	52501280	52501388	U6	-	108	23974
chr1	52486731	52489628	2897	chr1	52501280	52501388	U6	-	108	11652
chr1	52568321	52569913	1592	chr1	52514138	52557523	Nab1	-	43385	10798
chr1	52634417	52637388	2971	chr1	52687549	52708763	Tmem194b	+	21214	50161
chr1	52654613	52655613	1000	chr1	52687549	52708763	Tmem194b	+	21214	31936
chr1	52820446	52821823	1377	chr1	52846257	52874532	Inpp1	-	28275	24434
chr1	53042826	53043826	1000	chr1	52979168	53020104	1700019D03Rik	-	40936	22722
chr1	53763067	53764067	1000	chr1	53812350	53842068	Stk17b	-	29718	48283
chr1	53853778	53855474	1696	chr1	53863726	54252012	Hecw2	-	388286	8252
chr1	54991494	54992682	1188	chr1	54702184	54983231	Ankrd44	-	281047	8263
chr1	55174850	55176167	1317	chr1	55184141	55185131	Gm16581	+	990	7974
chr1	55436683	55438615	1932	chr1	55305502	55420313	Boll	-	114811	16370
chr1	56014511	56015511	1000	chr1	55463232	55808646	Plcl1	+	345414	205865
chr1	56770190	56771190	1000	chr1	56692897	56694295	Hsfy2	-	1398	75895
chr1	58689831	58690848	1017	chr1	58703452	58705161	Gm10068	+	1709	12604
chr1	58826968	58827968	1000	chr1	58768352	58815728	Cflar	+	47376	11240
chr1	58830086	58831086	1000	chr1	58768352	58815728	Cflar	+	47376	14358
chr1	58913089	58915716	2627	chr1	58852218	58904347	Casp8	+	52129	8742
chr1	58939309	58940540	1231	chr1	58957293	59030274	Trak2	-	72981	16753
chr1	58946139	58951057	4918	chr1	58957293	59030274	Trak2	-	72981	6236
chr1	60214688	60215688	1000	chr1	60155091	60207876	Carf	+	52785	6812
chr1	60992902	60994844	1942	chr1	61005074	61005309	Gm11582	-	235	10230
chr1	61195962	61198314	2352	chr1	61178222	61180848	Gm11590	-	2626	15114
chr1	61622799	61623799	1000	chr1	61663517	61667723	4930587A21Rik	-	4206	39718
chr1	64046329	64049308	2979	chr1	64076021	64168856	Klf7	-	92835	26713
chr1	64238101	64240520	2419	chr1	64196775	64197239	Gm13750	+	464	40862
chr1	64348820	64350458	1638	chr1	64442908	64442977	AC167197.1	+	69	92450
chr1	64351372	64352563	1191	chr1	64442908	64442977	AC167197.1	+	69	90345
chr1	71173649	71174719	1070	chr1	71074072	71149720	Bard1	-	75648	23929
chr1	71805952	71808216	2264	chr1	71756276	71756629	Gm5829	-	353	49323
chr1	74273416	74274847	1431	chr1	74283071	74314783	Arpc2	+	31712	8224
chr1	75157959	75158959	1000	chr1	75165220	75168203	Zfand2b	+	2983	6261
chr1	79577295	79578900	1605	chr1	79603451	79668547	Ap1s3	-	65096	24551
chr1	80365125	80366526	1401	chr1	80379679	80381763	Gm6189	-	2084	13153
chr1	80398447	80399566	1119	chr1	80379679	80381763	Gm6189	-	2084	16684
chr1	80400336	80401336	1000	chr1	80379679	80381763	Gm6189	-	2084	18573
chr1	80401854	80403013	1159	chr1	80379679	80381763	Gm6189	-	2084	20091
chr1	80412341	80413719	1378	chr1	80379679	80381763	Gm6189	-	2084	30578
chr1	80414290	80415290	1000	chr1	80379679	80381763	Gm6189	-	2084	32527
chr1	80423352	80425112	1760	chr1	80379679	80381763	Gm6189	-	2084	41589
chr1	80760816	80763504	2688	chr1	80497648	80755128	Dock10	-	257480	5688
chr1	81838473	81839588	1115	chr1	81738560	81739544	Gm5530	-	984	98929
chr1	87394631	87395631	1000	chr1	87407708	87423736	Gm16092	-	16028	12077
chr1	87869186	87872105	2919	chr1	87836112	87857630	Gpr55	-	21518	11556
chr1	87872439	87875313	2874	chr1	87836112	87857630	Gpr55	-	21518	14809
chr1	87882222	87883222	1000	chr1	87836112	87857630	Gpr55	-	21518	24592
chr1	87894054	87895353	1299	chr1	87913391	87926533	Spata3	+	13142	18038
chr1	87901971	87902971	1000	chr1	87913391	87926533	Spata3	+	13142	10420
chr1	87903670	87904783	1113	chr1	87913391	87926533	Spata3	+	13142	8608
chr1	88290367	88291855	1488	chr1	88282817	88284737	Nmur1	-	1920	5630
chr1	88330207	88332015	1808	chr1	88322946	88324538	1700019O17Rik	+	1592	5669
chr1	88342447	88345373	2926	chr1	88322946	88324538	1700019O17Rik	+	1592	17909
chr1	88349743	88350743	1000	chr1	88370234	88370581	Rpl30-ps6	+	347	19491
chr1	88383254	88385418	2164	chr1	88370234	88370581	Rpl30-ps6	+	347	12673
chr1	88388167	88389677	1510	chr1	88370234	88370581	Rpl30-ps6	+	347	17586
chr1	88393959	88399483	5524	chr1	88370234	88370581	Rpl30-ps6	+	347	23378
chr1	88405878	88411111	5233	chr1	88423311	88427273	Ptma	+	3962	12200
chr1	88412491	88413535	1044	chr1	88423311	88427273	Ptma	+	3962	9776
chr1	90472203	90473522	1319	chr1	90397698	90406461	Glrp1	-	8763	65742
chr1	90479276	90481641	2365	chr1	90397698	90406461	Glrp1	-	8763	72815
chr1	90483104	90485067	1963	chr1	90397698	90406461	Glrp1	-	8763	76643
chr1	90548687	90549693	1006	chr1	90569700	90598796	Arl4c	-	29096	20007
chr1	92076115	92079381	3266	chr1	92100555	92113326	Cxcr7	+	12771	21174
chr1	92265148	92266193	1045	chr1	92100555	92113326	Cxcr7	+	12771	151822
chr1	93302008	93303008	1000	chr1	93308060	93310615	Hes6	-	2555	5052
chr1	94076015	94077842	1827	chr1	93829334	94044970	Hdac4	-	215636	31045
chr1	94614164	94615926	1762	chr1	94540795	94545418	Otos	-	4623	68746
chr1	95565023	95566082	1059	chr1	95549077	95549367	AC131316.1	+	290	15656
chr1	95974890	95975890	1000	chr1	95934884	95949130	Pdcd1	-	14246	25760
chr1	96724043	96725043	1000	chr1	96936511	96936620	SNORA17	-	109	211468
chr1	97163933	97167048	3115	chr1	97210205	97231861	Fam174a	+	21656	43157
chr1	97276688	97277688	1000	chr1	97210205	97231861	Fam174a	+	21656	44827
chr1	97347256	97348256	1000	chr1	97395142	97395805	Gm15427	+	663	46886
chr1	97363970	97365495	1525	chr1	97395142	97395805	Gm15427	+	663	29647
chr1	97468775	97470280	1505	chr1	97462119	97462181	U7	-	62	6594
chr1	97650738	97651738	1000	chr1	97728706	97728812	U6	-	106	76968
chr1	99394082	99395082	1000	chr1	99540480	99558651	D1Ertd622e	-	18171	145398
chr1	99476616	99478143	1527	chr1	99540480	99558651	D1Ertd622e	-	18171	62337
chr1	99480057	99482631	2574	chr1	99540480	99558651	D1Ertd622e	-	18171	57849
chr1	107863978	107865034	1056	chr1	107842131	107842237	U6	+	106	21741
chr1	107867811	107869009	1198	chr1	107886983	107930651	Zcchc2	+	43668	17974
chr1	107869913	107870913	1000	chr1	107886983	107930651	Zcchc2	+	43668	16070
chr1	107877267	107878512	1245	chr1	107886983	107930651	Zcchc2	+	43668	8471
chr1	107954572	107958811	4239	chr1	107886983	107930651	Zcchc2	+	43668	23921
chr1	107966945	107968865	1920	chr1	107886983	107930651	Zcchc2	+	43668	36294
chr1	108041049	108042519	1470	chr1	108068329	108290827	Phlpp1	+	222498	25810
chr1	108044909	108046787	1878	chr1	108068329	108290827	Phlpp1	+	222498	21542
chr1	108053926	108056032	2106	chr1	108068329	108290827	Phlpp1	+	222498	12297
chr1	108058426	108059576	1150	chr1	108068329	108290827	Phlpp1	+	222498	8753
chr1	108418837	108419837	1000	chr1	108434755	108610851	Bcl2	-	176096	14918
chr1	121995304	121997281	1977	chr1	122009857	122017655	Dbi	-	7798	12576
chr1	122428005	122429005	1000	chr1	122371115	122401661	Marco	-	30546	26344
chr1	127337183	127338317	1134	chr1	127289483	127332067	Actr3	-	42584	5116
chr1	130340386	130341624	1238	chr1	130260285	130313993	Dars	-	53708	26393
chr1	130425472	130427329	1857	chr1	130411692	130411796	U6	-	104	13676
chr1	130497217	130498849	1632	chr1	130484776	130488870	Cxcr4	-	4094	8347
chr1	130508079	130511989	3910	chr1	130484776	130488870	Cxcr4	-	4094	19209
chr1	130514012	130515559	1547	chr1	130484776	130488870	Cxcr4	-	4094	25142
chr1	130518992	130520532	1540	chr1	130484776	130488870	Cxcr4	-	4094	30122
chr1	130558439	130560949	2510	chr1	130484776	130488870	Cxcr4	-	4094	69569
chr1	130592090	130593090	1000	chr1	130667176	130670998	Gm17699	-	3822	74086
chr1	130600900	130602275	1375	chr1	130667176	130670998	Gm17699	-	3822	64901
chr1	130683395	130684395	1000	chr1	130667176	130670998	Gm17699	-	3822	12397
chr1	130728130	130729766	1636	chr1	130782486	130782596	U6	-	110	52720
chr1	132671733	132673535	1802	chr1	132697479	132711317	Fcamr	+	13838	23944
chr1	132889387	132891822	2435	chr1	132916422	132921551	Il10	+	5129	24600
chr1	132895367	132897403	2036	chr1	132916422	132921551	Il10	+	5129	19019
chr1	132899091	132901271	2180	chr1	132916422	132921551	Il10	+	5129	15151
chr1	132906290	132908522	2232	chr1	132916422	132921551	Il10	+	5129	7900
chr1	132933771	132935637	1866	chr1	132916422	132921551	Il10	+	5129	12220
chr1	132942397	132944339	1942	chr1	132950281	132994144	Mapkapk2	-	43863	5942
chr1	133005101	133006843	1742	chr1	132998970	132999322	7SK	-	352	5779
chr1	133010059	133011135	1076	chr1	132998970	132999322	7SK	-	352	10737
chr1	133042104	133043350	1246	chr1	133049758	133084235	Eif2d	+	34477	6408
chr1	133462165	133463188	1023	chr1	133424480	133436449	Fam72a	+	11969	25716
chr1	133888870	133891563	2693	chr1	133867186	133879540	Slc45a3	+	12354	9330
chr1	134237703	134239431	1728	chr1	134212703	134230065	Nuak2	+	17362	7638
chr1	134239793	134240886	1093	chr1	134212703	134230065	Nuak2	+	17362	9728
chr1	134929698	134931232	1534	chr1	134886422	134921943	Mdm4	-	35521	7755
chr1	135055286	135056286	1000	chr1	135027720	135036377	Ppp1r15b	+	8657	18909
chr1	135717558	135718558	1000	chr1	135599255	135697618	Atp2b4	-	98363	19940
chr1	135955062	135958255	3193	chr1	135933831	135944854	Fmod	+	11023	10208
chr1	135962983	135965286	2303	chr1	135971747	135975697	Btg2	-	3950	6461
chr1	135989450	135990782	1332	chr1	135971747	135975697	Btg2	-	3950	13753
chr1	135995636	135996669	1033	chr1	136005915	136006417	Gm8618	+	502	9246
chr1	136548147	136549267	1120	chr1	136538831	136543097	Gm3834	-	4266	5050
chr1	137825878	137827471	1593	chr1	137767972	137815784	Pkp1	-	47812	10094
chr1	138477614	138479579	1965	chr1	138518675	138521227	Gm17718	-	2552	39096
chr1	138496406	138497627	1221	chr1	138518675	138521227	Gm17718	-	2552	21048
chr1	138574391	138575433	1042	chr1	138592788	138622305	Gm16880	+	29517	17355
chr1	138580797	138581827	1030	chr1	138592788	138622305	Gm16880	+	29517	10961
chr1	139760915	139761915	1000	chr1	139824747	139826850	A130050O07Rik	+	2103	62832
chr1	139794373	139795985	1612	chr1	139824747	139826850	A130050O07Rik	+	2103	28762
chr1	139796644	139798051	1407	chr1	139824747	139826850	A130050O07Rik	+	2103	26696
chr1	139802049	139803151	1102	chr1	139824747	139826850	A130050O07Rik	+	2103	21596
chr1	139813300	139815010	1710	chr1	139824747	139826850	A130050O07Rik	+	2103	9737
chr1	140081877	140082877	1000	chr1	139959438	140071882	Ptprc	-	112444	9995
chr1	140086274	140089631	3357	chr1	139959438	140071882	Ptprc	-	112444	14392
chr1	140116493	140117867	1374	chr1	139959438	140071882	Ptprc	-	112444	44611
chr1	140142713	140146237	3524	chr1	140170315	140186037	Atp6v1g3	+	15722	24078
chr1	140157454	140159169	1715	chr1	140170315	140186037	Atp6v1g3	+	15722	11146
chr1	140163784	140164903	1119	chr1	140170315	140186037	Atp6v1g3	+	15722	5412
chr1	140195551	140197109	1558	chr1	140170315	140186037	Atp6v1g3	+	15722	9514
chr1	140218548	140221005	2457	chr1	140170315	140186037	Atp6v1g3	+	15722	32511
chr1	140817355	140820323	2968	chr1	140860013	141072620	Dennd1b	+	212607	39690
chr1	140826812	140828512	1700	chr1	140860013	141072620	Dennd1b	+	212607	31501
chr1	140835606	140837566	1960	chr1	140860013	141072620	Dennd1b	+	212607	22447
chr1	140850979	140852421	1442	chr1	140860013	141072620	Dennd1b	+	212607	7592
chr1	141309259	141310457	1198	chr1	141318960	141349582	Zbtb41	+	30622	8503
chr1	144790115	144791826	1711	chr1	145445927	145550023	Cdc73	-	104096	654101
chr1	144791880	144792880	1000	chr1	145445927	145550023	Cdc73	-	104096	653047
chr1	145762743	145765531	2788	chr1	145846468	145851291	Rgs2	-	4823	80937
chr1	146044940	146045940	1000	chr1	145985797	146024502	Rgs13	-	38705	20438
chr1	146046115	146048001	1886	chr1	145985797	146024502	Rgs13	-	38705	21613
chr1	146049307	146050307	1000	chr1	145985797	146024502	Rgs13	-	38705	24805
chr1	146051051	146052051	1000	chr1	145985797	146024502	Rgs13	-	38705	26549
chr1	146061742	146063573	1831	chr1	146091102	146096372	Rgs1	-	5270	27529
chr1	146147734	146148790	1056	chr1	146091102	146096372	Rgs1	-	5270	51362
chr1	146153092	146157542	4450	chr1	146091102	146096372	Rgs1	-	5270	56720
chr1	146158921	146161444	2523	chr1	146091102	146096372	Rgs1	-	5270	62549
chr1	146176699	146178508	1809	chr1	146091102	146096372	Rgs1	-	5270	80327
chr1	146202732	146203732	1000	chr1	146091102	146096372	Rgs1	-	5270	106360
chr1	148105958	148107513	1555	chr1	148267564	148268004	Gm5263	+	440	160051
chr1	148813939	148816535	2596	chr1	148342759	148749602	Fam5c	+	406843	64337
chr1	149059625	149063074	3449	chr1	149127888	149129072	Gm9931	-	1184	64814
chr1	152871822	152873187	1365	chr1	152410657	152840565	Hmcn1	-	429908	31257
chr1	153023557	153025778	2221	chr1	153107954	153108044	U2	-	90	82176
chr1	153097326	153098926	1600	chr1	153107954	153108044	U2	-	90	9028
chr1	153132224	153133224	1000	chr1	153107954	153108044	U2	-	90	24180
chr1	153134084	153135154	1070	chr1	153160677	153160758	Y_RNA	+	81	25523
chr1	154644587	154646238	1651	chr1	154655020	154684120	Ncf2	+	29100	8782
chr1	155429522	155431455	1933	chr1	155350146	155396844	Npl	-	46698	32678
chr1	155463923	155464957	1034	chr1	155500155	155544797	Rgs8	+	44642	35198
chr1	155569827	155570827	1000	chr1	155587479	155592598	Rgs16	+	5119	16652
chr1	155950180	155951362	1182	chr1	155927225	155927329	SNORA17	-	104	22851
chr1	156641538	156642538	1000	chr1	156239649	156573049	Cacna1e	-	333400	68489
chr1	156669525	156670525	1000	chr1	156239649	156573049	Cacna1e	-	333400	96476
chr1	156685141	156689468	4327	chr1	156239649	156573049	Cacna1e	-	333400	112092
chr1	156693973	156696381	2408	chr1	156239649	156573049	Cacna1e	-	333400	120924
chr1	156697406	156698528	1122	chr1	156239649	156573049	Cacna1e	-	333400	124357
chr1	156701147	156702195	1048	chr1	156239649	156573049	Cacna1e	-	333400	128098
chr1	156885980	156888598	2618	chr1	156910653	156930396	Gm9530	-	19743	22055
chr1	156901905	156903791	1886	chr1	156910653	156930396	Gm9530	-	19743	6862
chr1	156967283	156969576	2293	chr1	156975008	156993910	Mr1	-	18902	5432
chr1	157091073	157092073	1000	chr1	157059603	157079870	BC034090	-	20267	11203
chr1	158350356	158351694	1338	chr1	158358239	158404459	Soat1	-	46220	6545
chr1	158885673	158887567	1894	chr1	158734297	158869757	Ralgps2	-	135460	15916
chr1	158915820	158917395	1575	chr1	158734297	158869757	Ralgps2	-	135460	46063
chr1	158919062	158925731	6669	chr1	158734297	158869757	Ralgps2	-	135460	49305
chr1	158932861	158933861	1000	chr1	158734297	158869757	Ralgps2	-	135460	63104
chr1	158946557	158948120	1563	chr1	158734297	158869757	Ralgps2	-	135460	76800
chr1	158949443	158950603	1160	chr1	159029279	159038811	1700057K13Rik	-	9532	78676
chr1	158952652	158954909	2257	chr1	159029279	159038811	1700057K13Rik	-	9532	74370
chr1	158956375	158959486	3111	chr1	159029279	159038811	1700057K13Rik	-	9532	69793
chr1	158968662	158970735	2073	chr1	159029279	159038811	1700057K13Rik	-	9532	58544
chr1	158976746	158979610	2864	chr1	159029279	159038811	1700057K13Rik	-	9532	49669
chr1	158993205	158994295	1090	chr1	159029279	159038811	1700057K13Rik	-	9532	34984
chr1	159011193	159014043	2850	chr1	159029279	159038811	1700057K13Rik	-	9532	15236
chr1	161921317	161923479	2162	chr1	161913627	161913736	SNORA17	-	109	7581
chr1	161928877	161929877	1000	chr1	161913627	161913736	SNORA17	-	109	15141
chr1	161937789	161939132	1343	chr1	161913627	161913736	SNORA17	-	109	24053
chr1	161953435	161955802	2367	chr1	161974515	162008559	4930523C07Rik	+	34044	18713
chr1	162761067	162762067	1000	chr1	162149305	162723069	Rabgap1l	-	573764	37998
chr1	162789773	162790955	1182	chr1	162806333	162806453	SNORA26	-	120	15378
chr1	162791104	162794195	3091	chr1	162806333	162806453	SNORA26	-	120	12138
chr1	163113185	163114185	1000	chr1	163072822	163099237	Ankrd45	+	26415	13948
chr1	163273464	163276014	2550	chr1	163325581	163348337	Tnfsf4	+	22756	49567
chr1	163280520	163281520	1000	chr1	163325581	163348337	Tnfsf4	+	22756	44061
chr1	163304891	163309453	4562	chr1	163325581	163348337	Tnfsf4	+	22756	16128
chr1	163365228	163367869	2641	chr1	163325581	163348337	Tnfsf4	+	22756	16891
chr1	163395812	163397610	1798	chr1	163424786	163435421	Tnfsf18	+	10635	27176
chr1	163411652	163412652	1000	chr1	163424786	163435421	Tnfsf18	+	10635	12134
chr1	163441608	163443796	2188	chr1	163424786	163435421	Tnfsf18	+	10635	6187
chr1	163446926	163448445	1519	chr1	163424786	163435421	Tnfsf18	+	10635	11505
chr1	163449328	163450648	1320	chr1	163424786	163435421	Tnfsf18	+	10635	13907
chr1	163453525	163455011	1486	chr1	163424786	163435421	Tnfsf18	+	10635	18104
chr1	163586653	163587824	1171	chr1	163656373	163657620	Gm15429	-	1247	68549
chr1	163623232	163625158	1926	chr1	163656373	163657620	Gm15429	-	1247	31215
chr1	163663962	163666024	2062	chr1	163656373	163657620	Gm15429	-	1247	6342
chr1	163691103	163692232	1129	chr1	163710820	163718626	Fasl	-	7806	18588
chr1	163696123	163698364	2241	chr1	163710820	163718626	Fasl	-	7806	12456
chr1	163724520	163725520	1000	chr1	163710820	163718626	Fasl	-	7806	5894
chr1	163728078	163730433	2355	chr1	163710820	163718626	Fasl	-	7806	9452
chr1	163738535	163740145	1610	chr1	163746243	163806792	AI848100	-	60549	6098
chr1	163823236	163824497	1261	chr1	163746243	163806792	AI848100	-	60549	16444
chr1	163824832	163827121	2289	chr1	163746243	163806792	AI848100	-	60549	18040
chr1	163839216	163840216	1000	chr1	163872217	163909767	4930558K02Rik	-	37550	32001
chr1	163848120	163849597	1477	chr1	163872217	163909767	4930558K02Rik	-	37550	22620
chr1	163851610	163853807	2197	chr1	163872217	163909767	4930558K02Rik	-	37550	18410
chr1	166501150	166503111	1961	chr1	166433438	166445013	Gm16608	+	11575	56137
chr1	166811221	166813778	2557	chr1	166861775	166865658	Xcl1	-	3883	47997
chr1	166888849	166890952	2103	chr1	166861775	166865658	Xcl1	-	3883	23191
chr1	167130145	167131145	1000	chr1	167104472	167124564	Sft2d2	-	20092	5581
chr1	167654179	167655179	1000	chr1	167579076	167638225	Rcsd1	-	59149	15954
chr1	167665658	167666764	1106	chr1	167693877	167705439	Creg1	+	11562	27113
chr1	167977485	167979163	1678	chr1	167933089	167968389	Gm17444	+	35300	9096
chr1	172200203	172201221	1018	chr1	172207507	172216900	Sh2d1b1	+	9393	6286
chr1	172826467	172827512	1045	chr1	172837404	172843072	Fcrlb	-	5668	9892
chr1	172828069	172829563	1494	chr1	172837404	172843072	Fcrlb	-	5668	7841
chr1	172868843	172870331	1488	chr1	172847707	172857714	Fcrla	-	10007	11129
chr1	172879000	172880953	1953	chr1	172890689	172906678	Fcgr2b	-	15989	9736
chr1	172912170	172913826	1656	chr1	172890689	172906678	Fcgr2b	-	15989	5492
chr1	172922883	172923978	1095	chr1	172890689	172906678	Fcgr2b	-	15989	16205
chr1	172927115	172929098	1983	chr1	172949051	172959892	Fcgr4	+	10841	19953
chr1	172935120	172936935	1815	chr1	172949051	172959892	Fcgr4	+	10841	12116
chr1	172967455	172969650	2195	chr1	172949051	172959892	Fcgr4	+	10841	7563
chr1	172974136	172976120	1984	chr1	172981300	172995066	Fcgr3	-	13766	5180
chr1	173031781	173034426	2645	chr1	173044049	173057098	1700009P17Rik	+	13049	9623
chr1	173470905	173471905	1000	chr1	173448253	173465425	Itln1	-	17172	5480
chr1	173480945	173482958	2013	chr1	173489324	173515449	Cd244	+	26125	6366
chr1	173548657	173550591	1934	chr1	173518755	173537541	Ly9	-	18786	11116
chr1	173587726	173589597	1871	chr1	173562534	173579149	Slamf7	-	16615	8577
chr1	173755024	173756024	1000	chr1	173769828	173820849	Cd84	+	51021	13804
chr1	173885095	173888588	3493	chr1	173847646	173879083	Slamf6	+	31437	6012
chr1	173896100	173897417	1317	chr1	173847646	173879083	Slamf6	+	31437	17017
chr1	173905317	173907863	2546	chr1	173931091	173958575	Vangl2	-	27484	23228
chr1	174320349	174321349	1000	chr1	174306662	174314230	Pigm	+	7568	6119
chr1	174363281	174364904	1623	chr1	174405489	174408706	Slamf9	+	3217	40585
